Timestamp,Serial Number,Name,Mode,Alarm,rH,Temp
2023-01-10 18:11:23,1192,Rear Sliding Door Centre,STATE,RESET,0,11.3,
2023-01-10 12:50:30,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-01-10 07:30:06,1192,Rear Sliding Door Centre,STATE,RESET,0,5.4,
2023-01-10 02:10:04,1192,Rear Sliding Door Centre,STATE,RESET,0,5.7,
2023-01-09 20:49:48,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2023-01-09 15:29:15,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2023-01-09 10:07:32,1192,Rear Sliding Door Centre,STATE,RESET,0,22.9,
2023-01-09 04:47:12,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2023-01-08 23:26:58,1192,Rear Sliding Door Centre,STATE,RESET,0,6.4,
2023-01-08 18:06:41,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-08 12:45:53,1192,Rear Sliding Door Centre,STATE,RESET,0,14.8,
2023-01-08 07:24:13,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-01-08 02:03:40,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-01-07 20:43:06,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2023-01-07 15:22:13,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2023-01-07 10:01:28,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-07 04:40:17,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-06 23:19:16,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2023-01-06 17:58:21,1192,Rear Sliding Door Centre,STATE,RESET,0,9.6,
2023-01-06 12:37:19,1192,Rear Sliding Door Centre,STATE,RESET,0,13.8,
2023-01-06 07:15:49,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2023-01-06 01:54:58,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2023-01-05 20:33:57,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2023-01-05 15:12:53,1192,Rear Sliding Door Centre,STATE,RESET,0,12.4,
2023-01-05 09:51:39,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
